StockCode,Description,Month,Year,TotalSales
22555,PLASTERS IN TIN STRONGMAN,12,2010,1017.0
22973,CHILDREN'S CIRCUS PARADE MUG,1,2011,291.44999999999993
22090,PAPER BUNTING RETROSPOT,1,2011,1256.8000000000002
22555,PLASTERS IN TIN STRONGMAN,1,2011,457.04999999999995
48188,DOORMAT WELCOME PUPPIES,3,2011,333.90000000000003
22087,PAPER BUNTING WHITE LACE,3,2011,1515.15
21122,SET/10 PINK POLKADOT PARTY CANDLES,12,2010,555.28
35653,VINTAGE BEAD NOTEBOOK,2,2011,17.700000000000003
22846,BREAD BIN DINER STYLE RED,3,2011,1029.75
46000S,POLYESTER FILLER PAD 40X40CM,3,2011,171.1
21926,RED/CREAM STRIPE CUSHION COVER,2,2011,105.0
22380,TOY TIDY SPACEBOY,2,2011,321.4
22905,CALENDAR IN SEASON DESIGN,3,2011,38.35000000000001
84849A,HELLO SAILOR BLUE SOAP HOLDER,3,2011,10.14
20767,BLUE PAISLEY JOURNAL,2,2011,50.99999999999999
22207,FRYING PAN UNION FLAG,3,2011,472.5
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,12,2010,268.45000000000005
21874,GIN AND TONIC MUG,12,2010,233.75
22349,DOG BOWL CHASING BALL DESIGN,4,2011,78.75
22813,PACK 3 BOXES BIRD PANNETONE,3,2011,189.14999999999998
22786,CUSHION COVER PINK UNION JACK,3,2011,77.35
22562,MONSTERS STENCIL CRAFT,2,2011,12.5
22856,ASSORTED EASTER DECORATIONS  BELLS,2,2011,82.5
23298,SPOTTY BUNTING,6,2011,5071.900000000001
22474,SPACEBOY TV DINNER TRAY,6,2011,49.5
22921,HERB MARKER CHIVES,4,2011,105.3
22515,CHILDS GARDEN SPADE PINK,7,2011,27.3
21922,UNION STRIPE WITH FRINGE  HAMMOCK,7,2011,516.45
23078,ICE CREAM PEN LIP GLOSS,7,2011,990.0
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,7,2011,2.55
84880,WHITE WIRE EGG HOLDER,7,2011,117.30000000000001
22692,DOORMAT WELCOME TO OUR HOME,6,2011,345.75000000000006
23028,DRAWER KNOB CRACKLE GLAZE BLUE,6,2011,313.49999999999994
23082,SET 6 PAPER TABLE LANTERN HEARTS,8,2011,525.4200000000001
22175,PINK OWL SOFT TOY,5,2011,91.45000000000002
22432,WATERING CAN PINK BUNNY,5,2011,527.7
21989,PACK OF 20 SKULL PAPER NAPKINS,8,2011,141.1
22498,WOODEN REGATTA BUNTING,8,2011,101.15
79030G,TUMBLER NEW ENGLAND,5,2011,231.66
22460,EMBOSSED GLASS TEALIGHT HOLDER,4,2011,313.52
22320,BIRDS MOBILE VINTAGE DESIGN,7,2011,101.15
21916,SET 12 RETRO WHITE CHALK STICKS,4,2011,42.42
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,7,2011,64.35000000000002
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,7,2011,25.0
22365,DOORMAT RESPECTABLE HOUSE,7,2011,226.50000000000003
23240,SET OF 4 KNICK KNACK TINS DOILY,8,2011,1316.05
22913,RED COAT RACK PARIS FASHION,8,2011,99.0
35645,VINTAGE BEAD PINK JEWEL BOX,7,2011,12.75
84997A,CHILDRENS CUTLERY POLKADOT GREEN,6,2011,485.8
23178,JAM CLOCK MAGNET,8,2011,40.46
22760,"TRAY, BREAKFAST IN BED",5,2011,307.95
21166,COOK WITH WINE METAL SIGN,9,2011,4165.92
23206,LUNCH BAG APPLE DESIGN,10,2011,1635.8999999999999
84992,72 SWEETHEART FAIRY CAKE CASES,10,2011,430.4
23497,CLASSIC CHROME BICYCLE BELL,10,2011,241.80000000000004
22551,PLASTERS IN TIN SPACEBOY,9,2011,1132.5
22326,ROUND SNACK BOXES SET OF4 WOODLAND,9,2011,1654.85
22940,FELTCRAFT CHRISTMAS FAIRY,9,2011,1046.37
21824,PAINTED METAL STAR WITH HOLLY BELLS,9,2011,164.39
22622,BOX OF VINTAGE ALPHABET BLOCKS,10,2011,1158.7499999999998
23085,ANTIQUE SILVER BAUBLE LAMP,9,2011,1031.2
17021,NAMASTE SWAGAT INCENSE,10,2011,38.879999999999995
17136A,BLUE STONES ON WIRE FOR CANDLE,9,2011,6.88
23101,SILVER STARS TABLE DECORATION,9,2011,321.5899999999999
85049A,TRADITIONAL CHRISTMAS RIBBONS,11,2011,1034.79
22047,EMPIRE GIFT WRAP,10,2011,136.5
23019,SMALL APOTHECARY MEASURING JAR,9,2011,94.2
22229,BUNNY WOODEN PAINTED WITH FLOWER,9,2011,4.68
48138,DOORMAT UNION FLAG,11,2011,1492.1299999999999
20795,LARGE BLUE PROVENCAL CERAMIC BALL,9,2011,25.200000000000003
22863,SOAP DISH BROCANTE,8,2011,29.500000000000004
22418,10 COLOUR SPACEBOY PEN,11,2011,667.89
21473,SWEETHEART CREAM STEEL TABLE RECT,9,2011,39.9
21581,SKULLS  DESIGN  COTTON TOTE BAG,11,2011,27.0
21534,DAIRY MAID LARGE MILK JUG,11,2011,108.9
23355,HOT WATER BOTTLE KEEP CALM,12,2011,2182.2
84661A,WHITE SQUARE TABLE CLOCK,12,2011,53.940000000000005
22467,GUMBALL COAT RACK,12,2011,660.3
21619,4 VANILLA BOTANICAL CANDLES,12,2011,91.25
20750,RED RETROSPOT MINI CASES,11,2011,1468.0999999999997
22781,GUMBALL MAGAZINE RACK,11,2011,320.96000000000004
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2011,762.0
22120,WELCOME  WOODEN BLOCK LETTERS,12,2011,49.75
90200B,BLACK SWEETHEART BRACELET,12,2011,38.25
22307,GOLD MUG BONE CHINA TREE OF LIFE,12,2011,30.74
22546,MINI JIGSAW PURDEY,12,2011,23.370000000000005
21756,BATH BUILDING BLOCK WORD,12,2011,135.60000000000002
23034,DRAWER KNOB CERAMIC BLACK,11,2011,169.64999999999998
22102,MIRROR MOSAIC T-LIGHT HOLDER,9,2011,9.899999999999999
23094,LE GRAND TRAY CHIC SET,8,2011,262.5
22130,PARTY CONE CHRISTMAS DECORATION,11,2011,193.79999999999998
21671,RED SPOT CERAMIC DRAWER KNOB,2,2011,611.24
22084,PAPER CHAIN KIT EMPIRE,2,2011,1666.4
22948,METAL DECORATION NAUGHTY CHILDREN,3,2011,100.30000000000001
22796,PHOTO FRAME 3 CLASSIC HANGING,12,2010,328.35
48129,DOORMAT TOPIARY,1,2011,456.90000000000003
22544,MINI JIGSAW SPACEBOY,2,2011,157.79999999999998
22842,BISCUIT TIN VINTAGE RED,2,2011,670.6000000000001
85188A,GREEN METAL SWINGING BUNNY,2,2011,88.39999999999999
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,3,2011,26.349999999999998
20802,SMALL GLASS SUNDAE DISH CLEAR,3,2011,134.1
22694,WICKER STAR,1,2011,14.700000000000001
16206B,RED PURSE WITH PINK HEART,1,2011,6.25
20971,PINK BLUE FELT CRAFT TRINKET BOX,1,2011,703.22
22603,CHRISTMAS RETROSPOT TREE WOOD,12,2010,63.75
35961,FOLKART ZINC HEART CHRISTMAS DEC,3,2011,123.25
21721,CANDY SHOP  STICKER SHEET,1,2011,45.05
22212,FOUR HOOK  WHITE LOVEBIRDS,1,2011,263.58
22759,SET OF 3 NOTEBOOKS IN PARCEL,2,2011,574.8
21318,GLASS CHALICE BLUE SMALL,1,2011,36.29999999999999
22899,CHILDREN'S APRON DOLLY GIRL,3,2011,247.9
